org_name,shared_companies,shared_big_companies,group_size,countries_worked_in_together,worked_together_time,worked_together_time_big,communication_skills,emotional_intelligence,shared_languages,shared_skills,endorsements,skill_synergy,years_studied_together,level_studied_together,shared_projects,shared_publications,prior_experience_scale,founders_with_prior_technical_experience,founders_with_prior_business_experience,founders_with_good_network,founders_with_marketing_experience,founders_with_finance_experience,founders_with_legal_experience,founders_resilient,rd_costs,set_up_costs,brand_loyalty,legal_barriers,capital_requirements,years_to_breakeven,market_saturation,companies_that_failed,prior_founding_experience,previous_big_tech_experience,institution_level,average_publications,average_education,highest_education,average_extroversion,leadership_roles,years_of_experience,years_post_grad,countries_worked_in_average,average_GPA,average_awards,success
SprezzaBox,0,0,3,0,0,0,0,0,2,0,0,0,0.0,,0,0,1,0,2,1,2,0,0,0,5.0,4.0,8.0,5.0,7.0,2,5,3,2,0,2,0.0,2.0,Masters,2.0,2.0,8.25,3.0,1.0,3.25,0.0,0
Spring Fertility,,,1,,,,1,0,,,,0,,,,,4,1,0,0,0,0,0,0,6.0,7.0,5.0,4.0,6.0,3,50,15,0,0,2,0.0,3.0,PHD,3.0,1.0,10.0,7.0,0.0,3.5,0.0,0
SpringGem Weather Information,,,1,,,,0,1,,,,0,,,,,2,1,0,1,0,0,0,1,5.0,5.0,6.0,4.0,5.0,3,2,1,1,0,1,0.0,2.0,PHD,2.0,1.0,16.0,4.0,1.0,0.0,0.0,0
SpringWorks Therapeutics,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,3.0,3.0,7.0,4.0,5.0,4,2,1,1,1,3,0.0,2.0,Masters,0.0,1.0,5.0,6.0,1.0,0.0,0.0,1
Sprout Pharmaceuticals,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,4,2,2,0,0,0,0,0,5.0,5.0,7.0,6.0,7.0,3,10,2,2,0,0,0.0,2.0,Masters,0.0,3.0,20.0,0.0,1.0,0.0,0.0,1
Sprout Social,1,0,2,1,0,0,1,1,0,23,0,1,2.0,Masters,0,0,4,1,1,1,0,0,0,1,6.0,5.0,7.0,5.0,6.0,3,50,5,1,1,1,0.0,2.0,Masters,4.0,2.0,10.0,13.0,1.0,3.5,0.0,1
Sproutel,1,0,2,1,6,0,2,0,2,0,0,2,3.0,Bachelors,0,0,5,2,2,1,0,0,0,0,4.0,4.0,5.0,3.0,6.0,2,10,2,2,2,1,4.0,2.0,Masters,3.0,1.0,10.0,14.0,1.5,3.4,3.0,0
Sproutlogix,0,0,3,3,0,0,3,3,2,5,0,1,1.5,Masters,0,0,4,2,2,2,0,2,0,2,7.0,7.0,8.0,5.0,8.0,3,15,7,2,1,2,0.0,2.0,Masters,4.0,2.0,19.0,5.0,2.0,3.5,0.0,0
Spudsy,,,1,,,,0,0,,,,0,,,,,4,0,1,1,0,0,0,0,5.0,5.0,8.0,4.0,7.0,2,10,1,1,0,0,0.0,1.0,Bachelors,1.0,1.0,4.0,7.0,1.0,0.0,0.0,0
Sqoop,,,1,,,,0,0,,,,0,,,,,3,0,1,1,1,0,0,1,5.0,5.0,7.0,4.0,6.0,2,5,1,1,2,2,1.0,2.0,Bachelors,4.0,2.0,20.0,10.0,1.0,3.5,1.0,0
Sqrl,,,1,,,,1,0,,,,0,,,,,3,1,3,1,0,1,0,1,5.0,5.0,7.0,6.0,6.0,3,5,4,1,3,1,1.0,2.0,Master's,4.0,2.0,22.0,6.0,2.0,3.5,2.0,0
Squad,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,5.0,3,10,1,0,0,1,0.0,1.0,Bachelors,0.0,1.0,7.0,9.0,1.0,3.4,0.0,0
Squadcast,2,0,2,1,3,0,2,2,6,10,0,2,0.0,,0,0,3,1,2,2,0,0,0,2,8.0,7.0,6.0,5.0,8.0,3,15,5,1,1,1,0.0,2.0,Masters,4.0,2.0,10.0,6.0,2.0,3.6,1.0,0
Squadle,,,1,,,,0,0,,,,0,,,,,3,1,1,0,0,0,0,0,5.0,5.0,4.0,6.0,5.0,3,4,1,1,0,2,0.0,2.0,Bachelors,3.0,1.0,15.0,8.0,1.0,0.0,0.0,0
Square Baby,,,1,,,,0,0,,,,0,,,,,3,1,0,0,1,0,0,0,6.0,5.0,7.0,5.0,6.0,3,5,2,0,0,2,0.0,2.0,Masters,3.0,1.0,6.0,3.0,1.0,0.0,0.0,0
Square One Technology,,,1,,,,0,0,,,,0,,,,,1,0,1,1,0,1,0,0,7.0,6.0,5.0,5.0,6.0,3,5,2,1,0,3,0.0,2.0,Bachelors,3.0,1.0,10.0,6.0,1.0,3.5,0.0,0
SquareOffs,1,0,2,2,2,0,0,0,2,0,0,0,0.0,,0,0,3,1,1,0,0,0,0,0,7.0,6.0,8.0,5.0,6.0,3,3,2,2,0,3,0.0,2.0,Masters,3.5,1.0,8.5,9.0,1.0,3.5,0.0,0
SquareOne Mail,0,0,3,0,0,0,0,0,3,0,0,0,0.0,,0,0,2,1,0,0,0,0,0,0,4.0,5.0,7.0,5.0,5.0,3,1,1,1,1,2,0.0,2.0,Bachelors,0.0,1.3,10.0,10.0,1.0,0.0,0.0,0
Squareshot,1,0,2,0,0,0,2,1,2,12,0,1,0.0,,0,0,3,2,2,2,2,0,0,2,5.0,5.0,6.0,5.0,5.0,2,3,4,2,0,3,0.0,2.0,Bachelors,4.0,1.5,7.0,7.0,1.0,3.5,1.0,0
SquidBooks,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,4.0,6.0,5.0,6.0,3,5,2,0,0,2,0.0,2.0,PhD,0.0,2.0,10.0,8.0,1.0,0.0,0.0,0
Squishy Robotics,0,0,2,1,2,0,2,1,2,10,0,0,1.5,Masters,0,0,4,2,1,2,0,0,0,2,7.0,8.0,6.0,5.0,7.0,2,5,3,0,0,2,0.0,3.0,PHD,3.0,1.0,15.0,12.0,2.0,3.5,1.0,0
St. Vrain Cidery,0,0,2,0,0,0,0,0,1,0,0,0,0.0,,0,0,2,0,2,0,0,0,0,0,4.0,5.0,6.0,4.0,5.0,3,3,1,1,0,4,0.0,2.0,Bachelors,3.0,1.0,15.0,7.0,1.0,0.0,0.0,0
StabiLux Biosciences,,,1,,,,0,0,,,,0,,,,,1,1,0,0,0,0,0,0,5.0,5.0,6.0,3.0,5.0,2,3,1,0,0,2,1.0,3.0,PHD,1.0,1.0,20.0,20.0,1.0,3.5,1.0,0
Stache,0,0,2,0,0,0,0,0,2,0,0,0,0.0,,0,0,0,1,1,0,1,0,0,0,5.0,5.0,7.0,4.0,6.0,3,10,5,0,0,2,0.0,2.0,Masters,3.0,2.0,8.0,5.0,1.0,3.5,0.0,0
Stack AV,3,2,3,1,1,1,3,0,0,0,0,2,3.0,Doctoral,0,0,5,3,3,3,0,0,0,0,5.0,4.0,7.0,6.0,4.0,2,5,2,3,3,2,0.0,2.0,PHD,3.0,3.0,3.0,1.0,1.0,3.6,1.0,1
Stack Influence,0,0,2,0,0,0,1,0,2,0,0,0,0.0,,0,0,2,1,2,1,2,0,0,0,5.0,5.0,7.0,6.0,5.0,3,8,3,2,0,2,0.0,2.0,Masters,2.0,1.0,8.0,10.0,1.0,3.5,0.0,0
Stackhouse,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,5.0,5.0,6.0,5.0,6.0,3,4,2,0,0,3,0.0,1.0,Bachelors,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Stackpop,2,0,2,1,0,0,0,0,0,0,0,0,0.0,,0,0,2,2,1,2,0,0,0,0,6.0,5.0,5.0,5.0,6.0,3,20,8,0,2,2,0.0,2.0,Masters,0.0,0.0,1.0,12.0,1.0,0.0,0.0,0
Stacks+Joules,,,1,,,,1,1,,,,0,,,,,1,0,1,1,0,0,0,1,5.0,4.0,6.0,5.0,6.0,3,10,4,0,0,2,0.0,1.0,Bachelors,4.0,1.0,10.0,6.0,1.0,3.5,0.0,0
Stact App,0,0,2,1,0,0,1,0,0,0,0,0,0.0,,0,0,2,0,1,1,0,1,0,0,6.0,4.0,7.0,5.0,8.0,2,5,1,1,0,3,0.0,2.0,Masters,3.0,2.0,14.0,5.0,1.0,3.4,0.0,0
StafQuik,,,1,,,,1,0,,,,0,,,,,4,0,1,1,0,0,0,0,5.0,6.0,6.0,4.0,7.0,2,5,1,1,0,2,0.0,1.5,Bachelors,3.0,2.0,17.0,23.0,1.0,3.5,0.0,0
Staffly,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,1,2,0,0,0,0,0,5.0,5.0,6.0,5.0,6.0,3,20,5,2,1,2,0.0,2.0,Masters,2.0,2.0,18.0,6.0,1.0,3.0,0.0,0
Stage 32,,,1,,,,0,0,,,,0,,,,,0,0,1,1,0,0,0,0,6.0,5.0,7.0,5.0,7.0,3,8,12,1,0,3,12.0,2.0,Bachelors,5.0,1.0,20.0,12.0,1.0,3.5,1.0,0
Staging & Design Network,1,0,2,0,3,0,0,1,0,0,0,0,0.0,,0,0,4,0,2,2,0,0,0,1,7.0,7.0,6.0,5.0,8.0,2,15,3,2,0,2,0.0,1.5,Bachelors,2.5,2.0,10.0,11.0,1.0,3.5,0.0,0
Staller,0,0,2,0,0,0,0,0,0,0,0,0,3.0,Bachelors,0,0,1,0,1,0,0,0,0,0,5.0,6.0,4.0,5.0,5.0,4,5,2,0,0,2,0.0,1.0,Bachelors,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0
Stampsy,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,6.0,5.0,4.0,7.0,3,2,3,1,0,3,0.0,2.0,Masters,1.0,1.0,9.0,7.0,1.0,3.5,0.0,0
StandDesk,,,1,,,,0,0,,,,0,,,,,4,1,1,1,0,1,0,0,5.0,6.0,7.0,5.0,7.0,3,5,1,1,0,2,0.0,2.0,Masters,0.0,1.0,11.0,3.0,1.0,0.0,0.0,0
Standard Bots,2,0,2,1,0,0,0,0,0,0,0,1,0.0,,0,0,4,2,2,0,0,1,0,0,6.0,6.0,6.0,7.0,6.0,3,10,2,2,0,2,0.0,2.0,MBA,3.0,2.0,10.0,3.0,2.0,3.5,0.0,0
Standard Cyborg,0,0,2,1,0,0,0,0,0,0,0,0,0.0,,0,0,2,1,0,1,0,0,0,0,4.0,5.0,6.0,5.0,6.0,3,10,2,1,1,2,0.0,2.0,Bachelors,3.0,1.0,6.0,8.0,1.0,3.5,0.0,0
StannTron,,,1,,,,0,0,,,,0,,,,,2,0,0,0,0,0,0,0,3.0,4.0,5.0,3.0,6.0,3,10,3,0,0,1,0.0,3.0,PHD,2.0,1.0,20.0,15.0,1.0,3.5,0.0,0
Star Shoutout,,,1,,,,0,0,,,,0,,,,,5,1,1,1,0,1,0,0,5.0,6.0,7.0,5.0,6.0,3,10,2,1,0,2,0.0,3.0,Bachelors,3.0,1.0,25.0,13.0,1.0,0.0,1.0,0
Stargazer,,,1,,,,1,0,,,,0,,,,,2,0,1,1,1,0,0,0,7.0,8.0,5.0,6.0,8.0,2,5,3,2,0,4,1.0,2.0,Masters,4.0,3.0,7.0,11.0,1.0,3.7,1.0,0
Starry,,,1,,,,1,0,,,,1,,,,,4,1,1,0,1,0,0,0,6.0,7.0,6.0,5.0,7.0,2,5,2,1,0,2,0.0,2.0,Masters,5.0,3.0,15.0,6.0,0.0,3.5,1.0,1
StartSure,,,1,,,,0,0,,,,0,,,,,1,1,0,0,0,0,0,0,5.0,5.0,5.0,4.0,5.0,2,5,1,0,0,3,0.0,2.0,Bachelors,3.0,1.0,10.0,3.0,1.0,3.0,0.0,0
Startup Genome,0,0,2,0,0,0,2,0,2,13,0,0,0.0,,0,0,3,1,2,2,1,2,0,1,5.0,6.0,7.0,5.0,6.0,3,20,5,2,2,1,2.0,2.0,Masters,3.5,1.5,12.0,6.0,1.0,3.5,0.0,0
Startup Quest,1,0,2,0,0,0,2,2,1,16,0,2,1.5,Masters,0,0,4,1,2,1,1,1,0,2,6.0,5.0,7.0,6.0,7.0,2,5,1,1,0,2,0.0,2.0,Masters,4.0,2.0,6.0,5.0,1.0,3.5,0.0,0
Stash,1,0,2,1,2,0,2,2,0,10,0,2,0.0,,0,0,5,2,2,2,0,2,0,2,6.0,6.0,5.0,5.0,7.0,2,30,5,2,2,3,0.0,2.0,Bachelors,4.0,3.0,10.0,2.0,1.0,3.5,1.0,1
Stashbox,,,1,,,,1,0,,,,0,,,,,3,0,1,1,1,0,0,0,7.0,8.0,6.0,5.0,7.0,3,5,2,1,0,3,0.0,1.0,Bachelors,4.0,1.0,12.0,3.0,1.0,0.0,0.0,0
Stashpad,0,0,2,1,0,0,1,0,2,0,0,1,4.0,Bachelors,0,0,2,2,1,0,0,0,0,0,5.0,5.0,5.0,3.0,6.0,3,5,2,0,2,2,0.0,2.0,Bachelor,3.0,1.0,6.0,2.0,1.0,3.5,0.0,0
State of Place,,,1,,,,0,0,,,,0,,,,,2,0,1,0,1,0,0,0,6.0,5.0,7.0,5.0,7.0,3,5,0,1,0,1,0.0,2.0,PHD,4.0,1.0,22.0,16.0,1.0,3.7,2.0,0
StateBook International,,,1,,,,1,1,,,,0,,,,,4,1,1,1,1,0,0,1,5.0,6.0,5.0,3.0,6.0,3,5,1,2,0,2,0.0,1.0,Bachelors,4.0,3.0,14.0,9.0,1.0,0.0,0.0,0
Statum Systems,0,0,2,0,0,0,0,0,1,0,0,0,0.0,,0,0,1,0,2,0,0,0,0,0,5.0,7.0,6.0,5.0,7.0,3,15,2,1,0,1,0.0,2.0,Masters,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
Status4,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,6.0,3,5,10,0,0,4,0.0,1.0,Bachelors,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0
Staxxon,,,1,,,,1,0,,,,0,,,,,2,1,1,1,1,0,0,1,6.0,6.0,5.0,5.0,6.0,2,3,1,1,0,2,0.0,2.0,Masters,4.0,1.0,40.0,42.0,1.0,3.5,0.0,0
Stayfilm,1,0,2,2,1,0,0,0,0,0,0,0,4.0,Bachelors,0,0,4,1,2,2,2,0,0,0,7.0,8.0,6.0,5.0,8.0,3,1,2,2,0,2,0.0,2.0,Bachelors,3.0,1.0,11.0,11.0,1.0,3.5,1.0,0
SteadiPay,1,0,2,2,1,0,1,1,0,1,0,1,0.0,,0,0,4,1,2,1,0,2,0,2,5.0,7.0,6.0,5.0,6.0,3,50,10,2,2,2,0.0,2.0,Bachelors,4.0,1.5,10.0,3.0,2.0,3.5,0.0,0
StealthMail,,,1,,,,0,0,,,,0,,,,,3,1,1,1,0,1,1,0,7.0,6.0,5.0,7.0,8.0,3,10,5,1,0,1,0.0,2.0,Masters,4.0,1.0,15.0,8.0,1.0,3.5,0.0,0
StealthWorker,1,0,2,0,0,0,0,0,0,0,0,0,3.0,Bachelors,0,0,1,1,1,1,0,0,1,0,5.0,5.0,4.0,6.0,4.0,3,10,3,0,1,2,0.0,1.5,PHD,0.0,2.0,4.0,8.0,1.0,0.0,0.0,0
Steelike,,,1,,,,0,0,,,,0,,,,,5,1,0,1,0,0,0,0,4.0,5.0,6.0,4.0,6.0,3,5,2,1,0,3,0.0,1.0,Bachelors,3.0,1.0,19.0,3.0,1.0,0.0,0.0,0
Stel Life,0,0,2,0,0,0,1,0,3,19,0,0,4.0,Bachelors,0,0,3,1,0,1,0,0,0,0,6.0,7.0,5.0,5.0,7.0,3,15,5,1,1,2,0.0,1.0,Bachelors,3.0,1.0,8.0,9.0,1.5,3.5,0.0,0
Stellar Development Foundation,,,1,,,,1,1,,,,2,,,,,5,1,1,1,0,0,0,0,6.0,7.0,8.0,5.0,6.0,2,15,5,1,1,2,5.0,2.0,Masters,3.0,6.0,10.0,3.0,1.0,3.5,2.0,0
Stellar Reviews,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,1,0,0,4.0,6.0,5.0,5.0,6.0,2,3,5,1,0,2,2.0,2.0,Master's,3.0,2.0,10.0,8.0,1.0,3.5,0.0,0
StellarEmploy,2,0,3,1,0,0,0,0,0,0,0,0,0.0,,0,0,2,1,2,1,0,1,0,1,8.0,7.0,6.0,5.0,7.0,3,5,2,1,1,1,0.0,2.0,MBA,4.0,1.0,8.0,6.0,1.0,3.5,0.0,0
Stem + Glory,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,6.0,4.0,4.0,7.0,3,5,1,0,0,5,0.0,1.0,Bachelors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Stem Pharm,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,2,0,0,0,0,0,0,7.0,8.0,6.0,5.0,6.0,3,10,5,2,0,1,12.0,3.0,PHD,3.0,2.0,10.0,5.0,1.0,3.5,1.0,0
Stemless,,,1,,,,0,0,,,,0,,,,,2,0,0,0,0,0,0,0,5.0,6.0,4.0,5.0,6.0,3,8,1,0,0,2,0.0,2.0,Masters,0.0,1.0,6.0,10.0,0.0,0.0,0.0,0
Steppingblocks,,,1,,,,0,0,,,,0,,,,,2,0,1,0,1,1,0,0,5.0,6.0,5.0,4.0,6.0,3,10,5,0,0,3,0.0,2.0,Masters,3.0,1.0,11.0,1.0,1.0,3.5,0.0,0
Sterblue,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,0,0,0,7.0,8.0,6.0,4.0,7.0,3,10,5,1,1,3,0.0,2.0,PHD,0.0,1.0,7.0,7.0,1.0,0.0,0.0,0
Stereolabs,,,1,,,,0,0,,,,0,,,,,3,1,1,1,0,1,0,0,7.0,7.0,7.0,5.0,6.0,3,5,2,1,0,2,0.0,2.0,MBA,4.0,1.0,3.0,12.0,1.0,3.5,0.0,0
SteriLux Systems,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,3,1,2,0,0,0,0,0,5.0,6.0,7.0,5.0,6.0,3,4,1,1,0,2,0.0,2.0,MBA,2.0,2.0,22.5,6.0,1.0,3.4,0.0,0
StimAire,,,1,,,,1,0,,,,0,,,,,3,1,0,0,0,0,0,0,5.0,5.0,6.0,4.0,6.0,3,2,1,1,1,2,5.0,3.0,PhD,2.0,1.0,20.0,0.0,1.0,3.5,0.0,0
Stimulus,,,1,,,,0,0,,,,0,,,,,2,0,1,1,1,1,0,0,7.0,6.0,5.0,4.0,8.0,3,5,2,3,0,3,2.0,2.0,Bachelors,4.0,1.0,20.0,9.0,1.0,3.5,5.0,0
Stitch Fix,,,1,,,,0,0,,,,0,,,,,4,0,1,0,1,0,0,0,5.0,5.0,7.0,4.0,5.0,2,6,2,0,1,1,0.0,2.0,Masters,3.0,2.0,10.0,1.0,1.0,3.6,0.0,1
StitchCrew,1,0,2,2,3,0,2,1,1,6,0,2,5.0,Bachelors,0,0,4,1,2,2,2,0,0,2,8.0,7.0,6.0,5.0,7.0,3,3,2,2,1,2,0.0,2.0,Bachelors,4.0,3.0,20.0,3.0,1.0,3.5,0.0,0
Stkr.it,,,1,,,,0,0,,,,0,,,,,2,1,1,1,0,0,0,0,3.0,4.0,4.0,5.0,6.0,3,8,3,1,0,2,0.0,2.0,Masters,3.0,5.0,44.0,55.0,1.0,3.5,0.0,0
StockEarnings.com,,,1,,,,0,0,,,,0,,,,,1,1,0,0,0,0,0,0,5.0,7.0,5.0,3.0,6.0,2,0,0,0,0,4,0.0,1.0,Bachelors,0.0,1.0,15.0,20.0,0.0,0.0,0.0,0
StockX,1,0,3,2,2,0,0,1,0,0,0,2,0.0,,0,0,5,2,2,3,2,0,1,3,5.0,6.0,7.0,3.0,7.0,2,4,1,2,3,2,5.0,3.0,PHD,4.0,2.0,11.33,1.67,2.0,3.5,3.0,1
Stockfuse,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,1,0,0,5.0,4.0,6.0,4.0,5.0,3,5,2,1,0,2,0.0,2.0,Bachelors,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0
Stocksnips,,,1,,,,1,0,,,,0,,,,,5,1,1,1,0,0,0,1,5.0,6.0,4.0,3.0,7.0,3,10,2,1,0,2,5.0,2.0,Masters,3.0,0.25,32.0,50.0,1.0,3.5,0.0,0
Stoke Therapeutics,,,1,,,,0,0,,,,0,,,,,5,1,1,0,0,0,0,0,5.0,6.0,7.0,5.0,7.0,3,2,1,0,0,1,0.0,3.0,PHD,0.0,2.0,20.0,10.0,1.0,3.5,0.0,1
Stoneface Brewing,,,1,,,,0,0,,,,0,,,,,2,0,1,0,1,1,0,0,7.0,7.0,5.0,5.0,7.0,3,10,5,0,1,3,0.0,2.0,MBA,3.0,1.0,17.0,13.0,1.0,0.0,0.0,0
Stonehouse Water Technologies,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,0,0,0,5.0,6.0,4.0,5.0,6.0,3,10,1,0,0,3,0.0,1.0,Bachelors,3.0,1.0,30.0,3.0,1.0,0.0,0.0,0
StoreAutomator,1,0,2,2,2,0,1,0,3,0,0,1,0.0,,0,0,4,2,2,2,1,0,0,2,5.0,7.0,4.0,6.0,8.0,2,10,2,2,0,2,0.0,2.0,Masters,3.0,5.0,20.0,9.0,1.0,3.5,0.0,0
Storelli Sports,,,1,,,,0,0,,,,0,,,,,4,1,1,1,0,1,1,0,6.0,6.0,7.0,5.0,7.0,3,10,2,2,1,2,0.0,2.0,JD,0.0,0.0,10.0,10.0,1.0,3.5,0.0,0
Storexperts,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,6.0,5.0,7.0,4.0,6.0,3,8,2,0,0,4,0.0,1.0,Bachelors,2.0,1.0,6.0,8.0,1.0,3.5,0.0,0
Stori Inc.,,,1,,,,0,0,,,,0,,,,,4,1,1,1,1,0,0,0,5.0,5.0,7.0,6.0,7.0,2,20,5,1,0,3,0.0,2.0,Bachelors,3.0,2.0,20.0,2.0,1.0,3.2,0.0,0
Storii,0,0,3,2,0,0,1,0,3,0,0,1,2.0,Bachelors,0,0,2,2,1,0,0,1,0,0,5.0,7.0,6.0,5.0,6.0,2,10,5,0,1,2,0.0,2.0,Bachelors,3.0,0.0,5.0,2.0,1.67,3.5,0.0,0
Storium,2,1,2,1,0,0,1,1,0,0,0,2,0.0,,0,0,3,2,1,1,1,0,0,1,5.0,6.0,7.0,5.0,7.0,2,3,2,2,2,3,1.0,2.0,Master,4.0,1.0,10.0,10.0,1.0,3.4,0.0,0
Storrage,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,5.0,6.0,5.0,4.0,6.0,3,7,0,5,1,2,0.0,2.0,MBA,1.0,1.0,30.0,20.0,1.0,3.5,1.0,0
StorySlab,,,1,,,,0,0,,,,0,,,,,2,1,1,1,1,0,0,1,5.0,6.0,7.0,4.0,6.0,3,5,3,1,0,2,0.0,2.0,Masters,4.0,1.0,14.0,17.0,1.0,0.0,0.0,0
StoryWorth,,,1,,,,0,0,,,,0,,,,,4,1,0,0,0,0,0,0,5.0,6.0,7.0,4.0,6.0,2,3,1,1,1,2,0.0,2.0,Masters,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0
StoryXpress,0,0,2,0,0,0,0,0,3,0,0,0,4.0,Bachelors,0,0,3,2,2,2,1,0,0,0,7.0,6.0,8.0,5.0,7.0,3,5,10,2,0,2,2.0,2.0,Masters,3.0,3.0,8.0,7.0,0.5,3.5,1.0,0
Storybird,1,0,2,0,6,0,0,0,1,0,0,0,0.0,,0,0,2,1,1,0,0,0,0,0,5.0,6.0,8.0,4.0,7.0,3,5,2,2,2,0,0.0,1.0,Bachelors,0.0,1.0,7.0,2.0,2.0,3.5,0.0,0
Storymix Media,,,1,,,,0,0,,,,0,,,,,2,1,1,0,0,0,0,0,4.0,4.0,6.0,5.0,6.0,3,10,2,1,0,2,0.0,2.0,Bachelors,3.0,1.0,15.0,28.0,0.0,3.5,0.0,0
Strange Reptile,0,0,2,0,0,0,0,0,1,0,0,0,1.0,Masters,0,0,1,1,1,1,0,1,0,0,6.0,5.0,4.0,5.0,6.0,3,8,2,1,1,2,0.0,2.0,Masters,0.0,1.0,6.0,5.0,1.0,0.0,0.0,0
Strategic Global Services,,,1,,,,0,0,,,,0,,,,,2,1,1,0,0,0,0,0,5.0,4.0,5.0,3.0,6.0,2,1,10,1,1,3,0.0,2.0,MBA,3.0,1.0,15.0,25.0,1.0,3.2,0.0,0
StrategyConnect,2,2,2,2,3,0,2,2,2,4,0,2,5.0,Bachelors,0,0,4,2,2,2,1,1,0,2,6.0,7.0,5.0,4.0,8.0,3,50,5,1,1,1,0.0,2.0,MBA,4.0,2.0,10.0,6.0,3.0,3.5,1.0,0
Stratia,,,1,,,,0,0,,,,0,,,,,1,0,1,1,0,0,0,0,6.0,7.0,8.0,5.0,6.0,3,5,2,0,0,1,0.0,1.0,Bachelors,3.0,0.0,4.0,12.0,1.0,3.5,0.0,0
Stratifund,0,0,6,0,0,0,0,0,0,0,0,0,0.0,,0,0,3,1,3,1,1,1,0,0,5.0,5.0,8.0,5.0,7.0,3,5,3,2,4,2,0.33,2.0,MBA,0.0,1.0,8.0,8.0,1.0,3.3,0.0,0
Stratify Genomics (Prompt PGS),0,0,2,0,0,0,0,1,1,0,0,0,0.0,,0,0,2,0,2,1,0,1,2,1,4.0,6.0,7.0,5.0,5.0,3,5,2,2,0,3,0.0,2.0,Masters,2.0,1.0,20.0,3.0,1.0,3.5,0.0,0
Strayboots,0,0,2,3,0,0,0,0,2,0,0,0,0.0,,0,0,3,2,2,1,1,0,0,0,5.0,5.0,6.0,3.0,6.0,3,5,2,2,0,2,0.0,2.0,Bachelors,0.0,0.0,25.0,0.0,2.0,0.0,0.0,0
Strayos,,,1,,,,1,0,,,,0,,,,,1,0,2,1,0,0,0,0,7.0,8.0,6.0,5.0,8.0,5,2,1,1,0,2,0.0,2.0,Masters,3.0,1.0,10.0,6.0,1.0,3.0,0.0,0
Streak,,,1,,,,0,0,,,,0,,,,,5,1,1,0,0,0,0,0,7.0,6.0,8.0,5.0,6.0,3,3,1,0,2,1,0.0,2.0,Masters,4.0,1.0,8.5,11.0,1.0,0.0,0.0,0
StreamLoan,0,0,2,0,0,0,1,1,1,0,0,0,0.0,,0,0,3,2,2,2,0,1,0,2,6.0,7.0,5.0,6.0,8.0,2,50,10,2,1,2,0.0,2.0,MBA,4.0,3.0,16.0,5.0,1.0,3.5,1.0,0
Streamable Learning,,,1,,,,0,0,,,,0,,,,,3,0,0,0,0,0,0,0,5.0,6.0,7.0,4.0,8.0,3,5,2,1,0,2,2.0,2.0,LL.M,4.0,1.0,25.0,21.0,1.0,3.5,0.0,0
Streamago,,,1,,,,0,0,,,,0,,,,,3,1,0,0,0,0,0,0,5.0,4.0,6.0,5.0,5.0,3,4,2,1,1,4,0.0,1.0,Bachelors,0.0,1.0,23.0,8.0,1.0,0.0,0.0,0
Streamlit,1,1,2,0,1,1,2,2,2,0,0,2,0.0,,0,0,5,2,2,2,1,0,0,2,6.0,7.0,8.0,5.0,6.0,2,5,3,2,2,2,1.0,2.0,PhD,4.0,2.0,9.0,4.0,1.0,3.7,1.0,1
Streamoid Technologies Inc,,,1,,,,0,0,,,,0,,,,,3,1,1,0,0,0,0,0,6.0,7.0,5.0,4.0,5.0,3,10,2,0,2,1,0.0,2.0,Masters,0.0,1.0,20.0,10.0,1.0,0.0,0.0,0
Streann Media,0,0,2,0,0,0,1,2,4,0,0,1,0.0,,0,0,4,1,2,0,1,0,0,0,7.0,8.0,6.0,7.0,8.0,3,5,3,1,2,2,0.0,3.0,Masters,3.0,2.0,14.0,7.0,2.0,3.5,0.0,0
